Local time,Open,High,Low,Close,Volume
03.06.2022 03:36:00.000 GMT+0200,1.07549,1.07554,1.07539,1.07544,88.68
03.06.2022 03:37:00.000 GMT+0200,1.07549,1.07553,1.07537,1.07543,176.37
03.06.2022 03:38:00.000 GMT+0200,1.07541,1.07552,1.07537,1.07546,117.98
03.06.2022 03:39:00.000 GMT+0200,1.07545,1.07552,1.07539,1.07551,105.07
03.06.2022 03:40:00.000 GMT+0200,1.07553,1.07562,1.07553,1.07559,78.4
03.06.2022 03:41:00.000 GMT+0200,1.07558,1.07572,1.07558,1.07572,119.02
03.06.2022 03:42:00.000 GMT+0200,1.07571,1.07573,1.07565,1.07573,49.25
03.06.2022 03:43:00.000 GMT+0200,1.07572,1.07576,1.07571,1.07576,24.3
03.06.2022 03:44:00.000 GMT+0200,1.07580,1.07596,1.07580,1.07594,64.32
03.06.2022 03:45:00.000 GMT+0200,1.07596,1.07600,1.07595,1.07599,47.77
03.06.2022 03:46:00.000 GMT+0200,1.07600,1.07603,1.07588,1.07589,33.91
03.06.2022 03:47:00.000 GMT+0200,1.07589,1.07591,1.07584,1.07586,21.67
03.06.2022 03:48:00.000 GMT+0200,1.07586,1.07596,1.07585,1.07585,43.2
03.06.2022 03:49:00.000 GMT+0200,1.07588,1.07589,1.07586,1.07588,16.2
03.06.2022 03:50:00.000 GMT+0200,1.07590,1.07591,1.07586,1.07588,36.9
03.06.2022 03:51:00.000 GMT+0200,1.07588,1.07596,1.07587,1.07587,20.02
03.06.2022 03:52:00.000 GMT+0200,1.07588,1.07592,1.07575,1.07582,38.04
03.06.2022 03:53:00.000 GMT+0200,1.07582,1.07595,1.07578,1.07594,47.11
03.06.2022 03:54:00.000 GMT+0200,1.07592,1.07593,1.07592,1.07592,11.7
03.06.2022 03:55:00.000 GMT+0200,1.07592,1.07594,1.07591,1.07591,16.2
03.06.2022 03:56:00.000 GMT+0200,1.07593,1.07601,1.07592,1.07594,30.12
03.06.2022 03:57:00.000 GMT+0200,1.07595,1.07615,1.07595,1.07611,41.04
03.06.2022 03:58:00.000 GMT+0200,1.07611,1.07619,1.07611,1.07614,42.91
03.06.2022 03:59:00.000 GMT+0200,1.07614,1.07614,1.07599,1.07599,53.03
03.06.2022 04:00:00.000 GMT+0200,1.07599,1.07600,1.07588,1.07593,38.78
03.06.2022 04:01:00.000 GMT+0200,1.07593,1.07593,1.07590,1.07590,4.5
03.06.2022 04:02:00.000 GMT+0200,1.07588,1.07596,1.07588,1.07594,31.13
03.06.2022 04:03:00.000 GMT+0200,1.07594,1.07594,1.07589,1.07590,15.7
03.06.2022 04:04:00.000 GMT+0200,1.07592,1.07592,1.07586,1.07590,28.12
03.06.2022 04:05:00.000 GMT+0200,1.07590,1.07591,1.07577,1.07581,55.45
03.06.2022 04:06:00.000 GMT+0200,1.07580,1.07585,1.07572,1.07582,50.94
03.06.2022 04:07:00.000 GMT+0200,1.07584,1.07594,1.07582,1.07593,18.67
03.06.2022 04:08:00.000 GMT+0200,1.07594,1.07594,1.07588,1.07590,21.58
03.06.2022 04:09:00.000 GMT+0200,1.07589,1.07592,1.07588,1.07591,72.38
03.06.2022 04:10:00.000 GMT+0200,1.07591,1.07595,1.07590,1.07592,16.64
03.06.2022 04:11:00.000 GMT+0200,1.07591,1.07601,1.07581,1.07599,39.5
03.06.2022 04:12:00.000 GMT+0200,1.07598,1.07608,1.07598,1.07605,62.49
03.06.2022 04:13:00.000 GMT+0200,1.07605,1.07619,1.07605,1.07614,46.56
03.06.2022 04:14:00.000 GMT+0200,1.07614,1.07614,1.07608,1.07609,7.62
03.06.2022 04:15:00.000 GMT+0200,1.07610,1.07620,1.07610,1.07616,50.8
03.06.2022 04:16:00.000 GMT+0200,1.07617,1.07626,1.07617,1.07623,22.54
03.06.2022 04:17:00.000 GMT+0200,1.07623,1.07624,1.07617,1.07617,20.84
03.06.2022 04:18:00.000 GMT+0200,1.07617,1.07619,1.07616,1.07617,11.88
03.06.2022 04:19:00.000 GMT+0200,1.07618,1.07621,1.07615,1.07615,8.85
03.06.2022 04:20:00.000 GMT+0200,1.07614,1.07616,1.07608,1.07609,26.6
03.06.2022 04:21:00.000 GMT+0200,1.07611,1.07618,1.07609,1.07618,59.19
03.06.2022 04:22:00.000 GMT+0200,1.07622,1.07625,1.07621,1.07622,36.22
03.06.2022 04:23:00.000 GMT+0200,1.07621,1.07624,1.07617,1.07617,17.28
03.06.2022 04:24:00.000 GMT+0200,1.07621,1.07633,1.07620,1.07633,16.11
03.06.2022 04:25:00.000 GMT+0200,1.07634,1.07637,1.07630,1.07631,30.09
03.06.2022 04:26:00.000 GMT+0200,1.07634,1.07638,1.07634,1.07637,19.8
03.06.2022 04:27:00.000 GMT+0200,1.07635,1.07643,1.07629,1.07630,23.36
03.06.2022 04:28:00.000 GMT+0200,1.07629,1.07638,1.07625,1.07638,26.8
03.06.2022 04:29:00.000 GMT+0200,1.07635,1.07640,1.07635,1.07639,13.77
03.06.2022 04:30:00.000 GMT+0200,1.07638,1.07639,1.07634,1.07635,8.61
03.06.2022 04:31:00.000 GMT+0200,1.07635,1.07637,1.07630,1.07634,26.48
03.06.2022 04:32:00.000 GMT+0200,1.07634,1.07635,1.07621,1.07622,24.75
03.06.2022 04:33:00.000 GMT+0200,1.07624,1.07624,1.07609,1.07610,21.19
03.06.2022 04:34:00.000 GMT+0200,1.07609,1.07610,1.07584,1.07589,37.9
03.06.2022 04:35:00.000 GMT+0200,1.07588,1.07592,1.07581,1.07586,24.35
03.06.2022 04:36:00.000 GMT+0200,1.07588,1.07590,1.07580,1.07589,29.01
03.06.2022 04:37:00.000 GMT+0200,1.07588,1.07588,1.07582,1.07586,39.47
03.06.2022 04:38:00.000 GMT+0200,1.07587,1.07598,1.07586,1.07586,62.02
03.06.2022 04:39:00.000 GMT+0200,1.07587,1.07591,1.07584,1.07589,82.76
03.06.2022 04:40:00.000 GMT+0200,1.07588,1.07588,1.07580,1.07583,21.95
03.06.2022 04:41:00.000 GMT+0200,1.07579,1.07579,1.07574,1.07574,20.48
03.06.2022 04:42:00.000 GMT+0200,1.07573,1.07576,1.07569,1.07573,49.08
03.06.2022 04:43:00.000 GMT+0200,1.07574,1.07579,1.07570,1.07571,26.48
03.06.2022 04:44:00.000 GMT+0200,1.07575,1.07592,1.07575,1.07585,35.37
03.06.2022 04:45:00.000 GMT+0200,1.07590,1.07591,1.07587,1.07587,20.28
03.06.2022 04:46:00.000 GMT+0200,1.07590,1.07595,1.07587,1.07588,25.02
03.06.2022 04:47:00.000 GMT+0200,1.07587,1.07594,1.07586,1.07586,23.66
03.06.2022 04:48:00.000 GMT+0200,1.07585,1.07585,1.07575,1.07578,29.45
03.06.2022 04:49:00.000 GMT+0200,1.07581,1.07587,1.07575,1.07576,62.55
03.06.2022 04:50:00.000 GMT+0200,1.07577,1.07577,1.07559,1.07563,60.12
03.06.2022 04:51:00.000 GMT+0200,1.07565,1.07572,1.07562,1.07567,49.72
03.06.2022 04:52:00.000 GMT+0200,1.07566,1.07577,1.07566,1.07577,17.39
03.06.2022 04:53:00.000 GMT+0200,1.07576,1.07585,1.07576,1.07582,21.08
03.06.2022 04:54:00.000 GMT+0200,1.07583,1.07588,1.07582,1.07584,23.81
03.06.2022 04:55:00.000 GMT+0200,1.07585,1.07587,1.07578,1.07585,44.2
03.06.2022 04:56:00.000 GMT+0200,1.07584,1.07590,1.07583,1.07585,23.83
03.06.2022 04:57:00.000 GMT+0200,1.07582,1.07593,1.07582,1.07592,12.32
03.06.2022 04:58:00.000 GMT+0200,1.07593,1.07593,1.07580,1.07580,22.9
03.06.2022 04:59:00.000 GMT+0200,1.07582,1.07582,1.07574,1.07574,8.44
03.06.2022 05:00:00.000 GMT+0200,1.07575,1.07583,1.07575,1.07581,33.26
03.06.2022 05:01:00.000 GMT+0200,1.07582,1.07594,1.07581,1.07592,44.58
03.06.2022 05:02:00.000 GMT+0200,1.07592,1.07596,1.07589,1.07590,61.47
03.06.2022 05:03:00.000 GMT+0200,1.07589,1.07589,1.07575,1.07577,97.11
03.06.2022 05:04:00.000 GMT+0200,1.07580,1.07587,1.07575,1.07581,18.89
03.06.2022 05:05:00.000 GMT+0200,1.07583,1.07590,1.07582,1.07589,58.23
03.06.2022 05:06:00.000 GMT+0200,1.07590,1.07591,1.07583,1.07583,59.88
03.06.2022 05:07:00.000 GMT+0200,1.07584,1.07593,1.07582,1.07591,37.3
03.06.2022 05:08:00.000 GMT+0200,1.07590,1.07593,1.07584,1.07585,17.43
03.06.2022 05:09:00.000 GMT+0200,1.07586,1.07587,1.07581,1.07581,4.09
03.06.2022 05:10:00.000 GMT+0200,1.07577,1.07577,1.07570,1.07571,41.9
03.06.2022 05:11:00.000 GMT+0200,1.07570,1.07570,1.07562,1.07567,28.85
03.06.2022 05:12:00.000 GMT+0200,1.07566,1.07572,1.07560,1.07569,48.73
03.06.2022 05:13:00.000 GMT+0200,1.07570,1.07580,1.07568,1.07577,98.96
03.06.2022 05:14:00.000 GMT+0200,1.07578,1.07580,1.07565,1.07566,44.68
03.06.2022 05:15:00.000 GMT+0200,1.07565,1.07571,1.07565,1.07569,82.84
03.06.2022 05:16:00.000 GMT+0200,1.07571,1.07574,1.07566,1.07566,48.86
03.06.2022 05:17:00.000 GMT+0200,1.07569,1.07572,1.07563,1.07565,30.74
03.06.2022 05:18:00.000 GMT+0200,1.07563,1.07563,1.07554,1.07554,28.82
03.06.2022 05:19:00.000 GMT+0200,1.07554,1.07559,1.07549,1.07549,26.92
03.06.2022 05:20:00.000 GMT+0200,1.07549,1.07557,1.07545,1.07557,18.65
03.06.2022 05:21:00.000 GMT+0200,1.07557,1.07560,1.07556,1.07557,11.36
03.06.2022 05:22:00.000 GMT+0200,1.07557,1.07561,1.07555,1.07556,37.68
03.06.2022 05:23:00.000 GMT+0200,1.07560,1.07560,1.07559,1.07559,2.7
03.06.2022 05:24:00.000 GMT+0200,1.07559,1.07559,1.07548,1.07553,25.95
03.06.2022 05:25:00.000 GMT+0200,1.07552,1.07555,1.07550,1.07553,19.55
03.06.2022 05:26:00.000 GMT+0200,1.07553,1.07556,1.07549,1.07549,22.71
03.06.2022 05:27:00.000 GMT+0200,1.07550,1.07555,1.07549,1.07551,15.95
03.06.2022 05:28:00.000 GMT+0200,1.07550,1.07563,1.07550,1.07562,31.82
03.06.2022 05:29:00.000 GMT+0200,1.07562,1.07564,1.07560,1.07563,28.3
03.06.2022 05:30:00.000 GMT+0200,1.07562,1.07562,1.07544,1.07544,55.64
03.06.2022 05:31:00.000 GMT+0200,1.07543,1.07549,1.07541,1.07549,22.24
03.06.2022 05:32:00.000 GMT+0200,1.07548,1.07548,1.07539,1.07544,42.47
03.06.2022 05:33:00.000 GMT+0200,1.07544,1.07544,1.07535,1.07535,322.22
03.06.2022 05:34:00.000 GMT+0200,1.07536,1.07546,1.07536,1.07540,45.65
03.06.2022 05:35:00.000 GMT+0200,1.07540,1.07544,1.07539,1.07544,7.29
03.06.2022 05:36:00.000 GMT+0200,1.07544,1.07544,1.07536,1.07539,73.77
03.06.2022 05:37:00.000 GMT+0200,1.07539,1.07539,1.07534,1.07535,19.91
03.06.2022 05:38:00.000 GMT+0200,1.07536,1.07544,1.07536,1.07541,26.5
03.06.2022 05:39:00.000 GMT+0200,1.07540,1.07540,1.07535,1.07539,18.85
03.06.2022 05:40:00.000 GMT+0200,1.07540,1.07541,1.07539,1.07539,4.68
03.06.2022 05:41:00.000 GMT+0200,1.07537,1.07537,1.07529,1.07530,17.66
03.06.2022 05:42:00.000 GMT+0200,1.07536,1.07540,1.07531,1.07538,20.9
03.06.2022 05:43:00.000 GMT+0200,1.07537,1.07537,1.07531,1.07535,8.66
03.06.2022 05:44:00.000 GMT+0200,1.07534,1.07542,1.07534,1.07542,8.19
03.06.2022 05:45:00.000 GMT+0200,1.07544,1.07547,1.07541,1.07547,35.72
03.06.2022 05:46:00.000 GMT+0200,1.07547,1.07547,1.07542,1.07545,39.91
03.06.2022 05:47:00.000 GMT+0200,1.07545,1.07551,1.07542,1.07548,13.25
03.06.2022 05:48:00.000 GMT+0200,1.07548,1.07549,1.07539,1.07540,41.75
03.06.2022 05:49:00.000 GMT+0200,1.07539,1.07543,1.07535,1.07536,20.22
03.06.2022 05:50:00.000 GMT+0200,1.07535,1.07545,1.07535,1.07542,10.88
03.06.2022 05:51:00.000 GMT+0200,1.07542,1.07543,1.07535,1.07535,17.67
03.06.2022 05:52:00.000 GMT+0200,1.07536,1.07537,1.07535,1.07537,1.23
03.06.2022 05:53:00.000 GMT+0200,1.07536,1.07540,1.07530,1.07531,21.84
03.06.2022 05:54:00.000 GMT+0200,1.07532,1.07533,1.07531,1.07531,5.15
03.06.2022 05:55:00.000 GMT+0200,1.07531,1.07531,1.07530,1.07530,5.43
03.06.2022 05:56:00.000 GMT+0200,1.07531,1.07537,1.07529,1.07535,20.86
03.06.2022 05:57:00.000 GMT+0200,1.07535,1.07535,1.07520,1.07520,43.1
03.06.2022 05:58:00.000 GMT+0200,1.07519,1.07528,1.07519,1.07523,62.26
03.06.2022 05:59:00.000 GMT+0200,1.07525,1.07539,1.07520,1.07530,127.58
03.06.2022 06:00:00.000 GMT+0200,1.07531,1.07535,1.07520,1.07520,54.94
03.06.2022 06:01:00.000 GMT+0200,1.07523,1.07527,1.07522,1.07523,15.9
03.06.2022 06:02:00.000 GMT+0200,1.07523,1.07525,1.07519,1.07519,9.84
03.06.2022 06:03:00.000 GMT+0200,1.07518,1.07523,1.07511,1.07517,57.64
03.06.2022 06:04:00.000 GMT+0200,1.07517,1.07519,1.07508,1.07509,27.39
03.06.2022 06:05:00.000 GMT+0200,1.07509,1.07514,1.07509,1.07514,22.74
03.06.2022 06:06:00.000 GMT+0200,1.07514,1.07518,1.07513,1.07513,8.28
03.06.2022 06:07:00.000 GMT+0200,1.07514,1.07524,1.07514,1.07520,28.81
03.06.2022 06:08:00.000 GMT+0200,1.07519,1.07528,1.07519,1.07521,33.16
03.06.2022 06:09:00.000 GMT+0200,1.07520,1.07522,1.07520,1.07520,11.31
03.06.2022 06:10:00.000 GMT+0200,1.07520,1.07520,1.07515,1.07516,23.96
03.06.2022 06:11:00.000 GMT+0200,1.07517,1.07529,1.07517,1.07527,11.25
03.06.2022 06:12:00.000 GMT+0200,1.07527,1.07533,1.07526,1.07531,20.63
03.06.2022 06:13:00.000 GMT+0200,1.07532,1.07540,1.07531,1.07539,44.88
03.06.2022 06:14:00.000 GMT+0200,1.07538,1.07540,1.07532,1.07534,25.08
03.06.2022 06:15:00.000 GMT+0200,1.07534,1.07537,1.07533,1.07535,27.45
03.06.2022 06:16:00.000 GMT+0200,1.07536,1.07536,1.07533,1.07535,12.15
03.06.2022 06:17:00.000 GMT+0200,1.07536,1.07537,1.07530,1.07530,20.47
03.06.2022 06:18:00.000 GMT+0200,1.07528,1.07529,1.07525,1.07525,4.95
03.06.2022 06:19:00.000 GMT+0200,1.07525,1.07525,1.07520,1.07521,20.22
03.06.2022 06:20:00.000 GMT+0200,1.07521,1.07526,1.07520,1.07520,14.06
03.06.2022 06:21:00.000 GMT+0200,1.07520,1.07520,1.07511,1.07514,17.32
03.06.2022 06:22:00.000 GMT+0200,1.07512,1.07515,1.07510,1.07515,9.22
03.06.2022 06:23:00.000 GMT+0200,1.07513,1.07513,1.07505,1.07506,28.46
03.06.2022 06:24:00.000 GMT+0200,1.07505,1.07505,1.07493,1.07494,22.27
03.06.2022 06:25:00.000 GMT+0200,1.07493,1.07504,1.07493,1.07500,20.47
03.06.2022 06:26:00.000 GMT+0200,1.07499,1.07504,1.07498,1.07504,13.86
03.06.2022 06:27:00.000 GMT+0200,1.07502,1.07504,1.07500,1.07504,9.9
03.06.2022 06:28:00.000 GMT+0200,1.07504,1.07504,1.07494,1.07494,10.48
03.06.2022 06:29:00.000 GMT+0200,1.07493,1.07502,1.07493,1.07502,11.88
03.06.2022 06:30:00.000 GMT+0200,1.07503,1.07520,1.07502,1.07519,53.55
03.06.2022 06:31:00.000 GMT+0200,1.07521,1.07521,1.07517,1.07519,19.8
03.06.2022 06:32:00.000 GMT+0200,1.07518,1.07522,1.07517,1.07522,14.06
03.06.2022 06:33:00.000 GMT+0200,1.07521,1.07523,1.07516,1.07516,12.37
03.06.2022 06:34:00.000 GMT+0200,1.07517,1.07519,1.07517,1.07519,2.7
03.06.2022 06:35:00.000 GMT+0200,1.07519,1.07519,1.07516,1.07516,4.16
03.06.2022 06:36:00.000 GMT+0200,1.07514,1.07514,1.07505,1.07506,30.48
03.06.2022 06:37:00.000 GMT+0200,1.07505,1.07509,1.07499,1.07505,44.77
03.06.2022 06:38:00.000 GMT+0200,1.07503,1.07503,1.07495,1.07495,36.99
03.06.2022 06:39:00.000 GMT+0200,1.07495,1.07507,1.07495,1.07500,29.11
03.06.2022 06:40:00.000 GMT+0200,1.07499,1.07503,1.07499,1.07503,20.7
03.06.2022 06:41:00.000 GMT+0200,1.07502,1.07509,1.07500,1.07505,18.09
03.06.2022 06:42:00.000 GMT+0200,1.07504,1.07505,1.07501,1.07505,8.55
03.06.2022 06:43:00.000 GMT+0200,1.07504,1.07505,1.07503,1.07505,10.8
03.06.2022 06:44:00.000 GMT+0200,1.07504,1.07504,1.07498,1.07499,25.2
03.06.2022 06:45:00.000 GMT+0200,1.07500,1.07515,1.07500,1.07515,37.1
03.06.2022 06:46:00.000 GMT+0200,1.07515,1.07517,1.07515,1.07516,18.9
03.06.2022 06:47:00.000 GMT+0200,1.07513,1.07515,1.07510,1.07515,24.63
03.06.2022 06:48:00.000 GMT+0200,1.07515,1.07516,1.07510,1.07515,32.28
03.06.2022 06:49:00.000 GMT+0200,1.07513,1.07515,1.07510,1.07514,19.46
03.06.2022 06:50:00.000 GMT+0200,1.07514,1.07515,1.07510,1.07511,22.94
03.06.2022 06:51:00.000 GMT+0200,1.07510,1.07512,1.07500,1.07503,31.16
03.06.2022 06:52:00.000 GMT+0200,1.07503,1.07504,1.07501,1.07503,16.42
03.06.2022 06:53:00.000 GMT+0200,1.07502,1.07502,1.07491,1.07491,15.86
03.06.2022 06:54:00.000 GMT+0200,1.07491,1.07492,1.07479,1.07479,28.21
03.06.2022 06:55:00.000 GMT+0200,1.07480,1.07480,1.07475,1.07475,20.92
03.06.2022 06:56:00.000 GMT+0200,1.07475,1.07477,1.07468,1.07471,50.05
03.06.2022 06:57:00.000 GMT+0200,1.07471,1.07475,1.07471,1.07472,38.47
03.06.2022 06:58:00.000 GMT+0200,1.07471,1.07474,1.07462,1.07465,37.57
03.06.2022 06:59:00.000 GMT+0200,1.07464,1.07464,1.07460,1.07460,14.4
03.06.2022 07:00:00.000 GMT+0200,1.07461,1.07461,1.07450,1.07457,46.81
03.06.2022 07:01:00.000 GMT+0200,1.07458,1.07475,1.07457,1.07475,26.27
03.06.2022 07:02:00.000 GMT+0200,1.07475,1.07483,1.07475,1.07483,9
03.06.2022 07:03:00.000 GMT+0200,1.07485,1.07493,1.07485,1.07491,9
03.06.2022 07:04:00.000 GMT+0200,1.07494,1.07500,1.07494,1.07500,10.8
03.06.2022 07:05:00.000 GMT+0200,1.07503,1.07503,1.07493,1.07498,28.46
03.06.2022 07:06:00.000 GMT+0200,1.07497,1.07503,1.07497,1.07503,8.1
03.06.2022 07:07:00.000 GMT+0200,1.07505,1.07508,1.07505,1.07505,14.4
03.06.2022 07:08:00.000 GMT+0200,1.07502,1.07502,1.07494,1.07495,15.97
03.06.2022 07:09:00.000 GMT+0200,1.07494,1.07494,1.07484,1.07489,23.06
03.06.2022 07:10:00.000 GMT+0200,1.07487,1.07488,1.07480,1.07482,26.84
03.06.2022 07:11:00.000 GMT+0200,1.07481,1.07481,1.07470,1.07479,31.38
03.06.2022 07:12:00.000 GMT+0200,1.07480,1.07482,1.07477,1.07478,24.39
03.06.2022 07:13:00.000 GMT+0200,1.07478,1.07483,1.07478,1.07479,20.4
03.06.2022 07:14:00.000 GMT+0200,1.07478,1.07486,1.07475,1.07486,34.9
03.06.2022 07:15:00.000 GMT+0200,1.07490,1.07491,1.07489,1.07490,9.09
03.06.2022 07:16:00.000 GMT+0200,1.07488,1.07489,1.07485,1.07488,17.88
03.06.2022 07:17:00.000 GMT+0200,1.07488,1.07490,1.07485,1.07488,15.05
03.06.2022 07:18:00.000 GMT+0200,1.07490,1.07490,1.07486,1.07489,14.85
03.06.2022 07:19:00.000 GMT+0200,1.07488,1.07490,1.07487,1.07490,8.64
03.06.2022 07:20:00.000 GMT+0200,1.07490,1.07491,1.07484,1.07485,25.83
03.06.2022 07:21:00.000 GMT+0200,1.07485,1.07491,1.07484,1.07484,30.82
03.06.2022 07:22:00.000 GMT+0200,1.07485,1.07489,1.07485,1.07488,9
03.06.2022 07:23:00.000 GMT+0200,1.07486,1.07498,1.07485,1.07495,37.86
03.06.2022 07:24:00.000 GMT+0200,1.07496,1.07501,1.07487,1.07501,52.05
03.06.2022 07:25:00.000 GMT+0200,1.07501,1.07510,1.07500,1.07510,35.1
03.06.2022 07:26:00.000 GMT+0200,1.07511,1.07519,1.07510,1.07519,24.75
03.06.2022 07:27:00.000 GMT+0200,1.07520,1.07527,1.07519,1.07526,24.41
03.06.2022 07:28:00.000 GMT+0200,1.07526,1.07544,1.07525,1.07541,43.85
03.06.2022 07:29:00.000 GMT+0200,1.07540,1.07542,1.07537,1.07537,12.6
03.06.2022 07:30:00.000 GMT+0200,1.07537,1.07539,1.07532,1.07532,28.46
03.06.2022 07:31:00.000 GMT+0200,1.07533,1.07539,1.07530,1.07530,24.86
03.06.2022 07:32:00.000 GMT+0200,1.07531,1.07537,1.07531,1.07533,17.1
03.06.2022 07:33:00.000 GMT+0200,1.07534,1.07534,1.07523,1.07527,34.4
03.06.2022 07:34:00.000 GMT+0200,1.07527,1.07532,1.07524,1.07525,42.86
03.06.2022 07:35:00.000 GMT+0200,1.07524,1.07524,1.07516,1.07518,60.79
03.06.2022 07:36:00.000 GMT+0200,1.07519,1.07521,1.07511,1.07514,15.28
03.06.2022 07:37:00.000 GMT+0200,1.07514,1.07524,1.07514,1.07524,18.9
03.06.2022 07:38:00.000 GMT+0200,1.07523,1.07523,1.07516,1.07521,16.04
03.06.2022 07:39:00.000 GMT+0200,1.07522,1.07526,1.07517,1.07517,26.88
03.06.2022 07:40:00.000 GMT+0200,1.07517,1.07522,1.07512,1.07522,19.98
03.06.2022 07:41:00.000 GMT+0200,1.07522,1.07525,1.07519,1.07525,12.69
03.06.2022 07:42:00.000 GMT+0200,1.07526,1.07530,1.07526,1.07530,6.6
03.06.2022 07:43:00.000 GMT+0200,1.07529,1.07529,1.07520,1.07526,14.59
03.06.2022 07:44:00.000 GMT+0200,1.07527,1.07528,1.07522,1.07524,28.32
03.06.2022 07:45:00.000 GMT+0200,1.07525,1.07534,1.07525,1.07534,11.16
03.06.2022 07:46:00.000 GMT+0200,1.07534,1.07534,1.07520,1.07527,30.79
03.06.2022 07:47:00.000 GMT+0200,1.07527,1.07532,1.07527,1.07531,5.4
03.06.2022 07:48:00.000 GMT+0200,1.07530,1.07530,1.07525,1.07526,16.64
03.06.2022 07:49:00.000 GMT+0200,1.07524,1.07531,1.07524,1.07531,9
03.06.2022 07:50:00.000 GMT+0200,1.07534,1.07541,1.07532,1.07536,19.56
03.06.2022 07:51:00.000 GMT+0200,1.07538,1.07542,1.07535,1.07542,16.76
03.06.2022 07:52:00.000 GMT+0200,1.07543,1.07555,1.07542,1.07552,29
03.06.2022 07:53:00.000 GMT+0200,1.07554,1.07554,1.07544,1.07547,34.76
03.06.2022 07:54:00.000 GMT+0200,1.07546,1.07551,1.07545,1.07551,9.9
03.06.2022 07:55:00.000 GMT+0200,1.07553,1.07553,1.07540,1.07547,31.09
03.06.2022 07:56:00.000 GMT+0200,1.07545,1.07545,1.07541,1.07541,16.42
03.06.2022 07:57:00.000 GMT+0200,1.07540,1.07544,1.07539,1.07544,44.23
03.06.2022 07:58:00.000 GMT+0200,1.07544,1.07549,1.07542,1.07548,33.95
03.06.2022 07:59:00.000 GMT+0200,1.07547,1.07547,1.07541,1.07541,22.69
03.06.2022 08:00:00.000 GMT+0200,1.07541,1.07554,1.07541,1.07554,36.21
03.06.2022 08:01:00.000 GMT+0200,1.07552,1.07552,1.07539,1.07542,42.43
03.06.2022 08:02:00.000 GMT+0200,1.07542,1.07543,1.07535,1.07536,34.26
03.06.2022 08:03:00.000 GMT+0200,1.07535,1.07537,1.07524,1.07530,78.79
03.06.2022 08:04:00.000 GMT+0200,1.07530,1.07545,1.07530,1.07544,60.51
03.06.2022 08:05:00.000 GMT+0200,1.07542,1.07551,1.07541,1.07546,43.1
03.06.2022 08:06:00.000 GMT+0200,1.07543,1.07557,1.07541,1.07556,37.12
03.06.2022 08:07:00.000 GMT+0200,1.07556,1.07562,1.07544,1.07551,34.01
03.06.2022 08:08:00.000 GMT+0200,1.07551,1.07561,1.07551,1.07555,32.14
03.06.2022 08:09:00.000 GMT+0200,1.07552,1.07567,1.07547,1.07566,53.78
03.06.2022 08:10:00.000 GMT+0200,1.07563,1.07566,1.07561,1.07566,22.84
03.06.2022 08:11:00.000 GMT+0200,1.07566,1.07566,1.07559,1.07561,23.06
03.06.2022 08:12:00.000 GMT+0200,1.07559,1.07575,1.07559,1.07575,28.93
03.06.2022 08:13:00.000 GMT+0200,1.07576,1.07583,1.07573,1.07576,43.98
03.06.2022 08:14:00.000 GMT+0200,1.07576,1.07577,1.07562,1.07567,34.47
03.06.2022 08:15:00.000 GMT+0200,1.07563,1.07566,1.07551,1.07559,52.63
03.06.2022 08:16:00.000 GMT+0200,1.07560,1.07565,1.07559,1.07565,6.12
03.06.2022 08:17:00.000 GMT+0200,1.07562,1.07565,1.07557,1.07557,23.14
03.06.2022 08:18:00.000 GMT+0200,1.07557,1.07564,1.07548,1.07562,34.08
03.06.2022 08:19:00.000 GMT+0200,1.07561,1.07562,1.07541,1.07543,44.85
03.06.2022 08:20:00.000 GMT+0200,1.07544,1.07545,1.07541,1.07544,24.33
03.06.2022 08:21:00.000 GMT+0200,1.07543,1.07546,1.07543,1.07545,8.28
03.06.2022 08:22:00.000 GMT+0200,1.07543,1.07553,1.07541,1.07545,22.36
03.06.2022 08:23:00.000 GMT+0200,1.07544,1.07546,1.07536,1.07541,24.52
03.06.2022 08:24:00.000 GMT+0200,1.07540,1.07550,1.07540,1.07544,27.31
03.06.2022 08:25:00.000 GMT+0200,1.07545,1.07551,1.07545,1.07546,26.42
03.06.2022 08:26:00.000 GMT+0200,1.07548,1.07560,1.07544,1.07557,34.85
03.06.2022 08:27:00.000 GMT+0200,1.07558,1.07558,1.07551,1.07553,15.7
03.06.2022 08:28:00.000 GMT+0200,1.07551,1.07551,1.07526,1.07526,59.79
03.06.2022 08:29:00.000 GMT+0200,1.07526,1.07531,1.07525,1.07528,23.15
03.06.2022 08:30:00.000 GMT+0200,1.07528,1.07538,1.07528,1.07536,28.17
03.06.2022 08:31:00.000 GMT+0200,1.07536,1.07564,1.07536,1.07557,48.97
03.06.2022 08:32:00.000 GMT+0200,1.07558,1.07559,1.07544,1.07544,32.35
03.06.2022 08:33:00.000 GMT+0200,1.07545,1.07548,1.07541,1.07544,12.91
03.06.2022 08:34:00.000 GMT+0200,1.07543,1.07550,1.07540,1.07540,42.08
03.06.2022 08:35:00.000 GMT+0200,1.07541,1.07541,1.07520,1.07523,49.33
03.06.2022 08:36:00.000 GMT+0200,1.07524,1.07544,1.07521,1.07543,34.66
03.06.2022 08:37:00.000 GMT+0200,1.07544,1.07548,1.07541,1.07545,38.54
03.06.2022 08:38:00.000 GMT+0200,1.07546,1.07555,1.07539,1.07544,59.57
03.06.2022 08:39:00.000 GMT+0200,1.07547,1.07555,1.07545,1.07550,46.85
